product_id,crawl_timestamp,product_url,product_name,description,list_price,sale_price,brand,item_number,gtin,package_size,category,postal_code,available
5af64dc76a8acc622eaf79d1185cd951,2020-01-24 21:12:44 +0000,https://www.walmart.com/ip/Sandbox-Castle-2-in-1-Sand-and-Water-Table-with-Beach-Playset-23-L-x-17-W-x-15-H/149251813,"Sandbox Castle 2-in-1 Sand and Water Table with Beach Playset 23""L x 17""W x 15""H.","Package Includes Sandbox Castle 2-in-1 Sand and Water Table w/Beach Playset x 1 Item Description Sandbox Castle 2-in-1 Sand and Water Table w/Beach Playset Product Description: 1 x Sandbox Castle 2-in-1 Sand and Water Table w/Beach Playset 2-in-1 Beach Water and Sand Table Durable plastic dual-use table for sand and water play. Great activity for indoor or outdoor play and small enough to take on trips 14-piece sand tools include watering can, shovel, rake, castle and shell sand molds, sailboat, and bridges Includes detachable legs for easy storage A colorful, easy to assemble sand water play table with dual sink design. Kids can splash water, sail boats, play with the mini watering can, make sand castles, create shape imprints, dig, rake ... possibilities are only limited by imagination! A bonus feature is the lid, which is included for the kids to create a castle landscape they can simply slot castles into the imprints provided and decorate to their hearts content. Includes: 4x castles 4x Bridges 2x Sailing boats 1x crab 1x Shell Shapes 1x Shovel Rake 1x Watering can 1x Set of detachable legs for easy storage Product Size: 23""L x 17""W x 15""H. Ages 18 months + Weight: 6.2 pounds Package Dimension: 24 x 17 x 6 inches * Manufactuers Warranties Return Policy applies, please check http://cfst.webvoo.com/walmart/policy/01/manwarranty.html Product names are trademark of listed manufacturer or other owners, and are not trademarks of eForCity Corp. The manufacturer does not necessarily endorse use of these products. Package Includes Sandbox Castle 2-in-1 Sand and Water Table w/Beach Playset x 1 Item Description Sandbox Castle 2-in-1 Sand and Water Table w/Beach Playset Product Description: 1 x Sandbox Castle 2-in-1 Sand and Water Table w/Beach Playset 2-in-1 Beach Water and Sand Table Durable plastic dual-use table for sand and water play. Great activity for indoor or outdoor play and small enough to take on trips 14-piece sand tools include watering can, shovel, rake, castle and shell sand molds, sailboat, and bridges Includes detachable legs for easy storage A colorful, easy to assemble sand water play table with dual sink design. Kids can splash water, sail boats, play with the mini watering can, make sand castles, create shape imprints, dig, rake ... possibilities are only limited by imagination! A bonus feature is the lid, which is included for the kids to create a castle landscape they can simply slot castles into the imprints provided and decorate to their hearts content. Includes: 4x castles 4x Bridges 2x Sailing boats 1x crab 1x Shell Shapes 1x Shovel Rake 1x Watering can 1x Set of detachable legs for easy storage Product Size: 23""L x 17""W x 15""H. Ages 18 months + Weight: 6.2 pounds Package Dimension: 24 x 17 x 6 inches California Proposition 65 warning: This product contains chemicals known to the State of California to cause cancer and birth defects or other reproductive harm. * Special Return Policy applies, please check here for detail. Product names are trademark of listed manufacturer or other owners, and are not trademarks of eForCity Corp. The manufacturer does not necessarily endorse use of these products. Sandbox Castle 2-in-1 Sand and Water Table w/Beach Playset x 1Sandbox Castle 2-in-1 Sand and Water Table w/Beach PlaysetProduct Description:1 x Sandbox Castle 2-in-1 Sand and Water Table w/Beach Playset2-in-1 Beach Water and Sand TableDurable plastic dual-use table for sand and water play.Great activity for indoor or outdoor play and small enough to take on trips14-piece sand tools include watering can, shovel, rake, castle and shell sand molds, sailboat, and bridgesIncludes detachable legs for easy storageA colorful, easy to assemble sand water play table with dual sink design.Kids can splash water, sail boats, play with the mini watering can, make sand castles, create shape imprints, dig, rake ... possibilities are only limited by imagination!A bonus feature is the lid, which is included for the kids to create a castle landscapethey can simply slot castles into the imprints provided and decorate to their hearts content.Includes: 4x castles 4x Bridges 2x Sailing boats 1x crab 1x Shell Shapes 1x Shovel Rake 1x Watering can 1x Set of detachable legs for easy storage Product Size: 23""L x 17""W x 15""H.Ages 18 months +Weight: 6.2 poundsPackage Dimension: 24 x 17 x 6 inches* Manufactuers Warranties Return Policy applies, please check http://cfst.webvoo.com/walmart/policy/01/manwarranty.htmlProduct names are trademark of listed manufacturer or other owners, and are not trademarks of eForCity Corp. The manufacturer does not necessarily endorse use of these products.Sandbox Castle 2-in-1 Sand and Water Table w/Beach Playset x 1Sandbox Castle 2-in-1 Sand and Water Table w/Beach PlaysetProduct Description:1 x Sandbox Castle 2-in-1 Sand and Water Table w/Beach Playset2-in-1 Beach Water and Sand TableDurable plastic dual-use table for sand and water play.Great activity for indoor or outdoor play and small enough to take on trips14-piece sand tools include watering can, shovel, rake, castle and shell sand molds, sailboat, and bridgesIncludes detachable legs for easy storageA colorful, easy to assemble sand water play table with dual sink design.Kids can splash water, sail boats, play with the mini watering can, make sand castles, create shape imprints, dig, rake ... possibilities are only limited by imagination!A bonus feature is the lid, which is included for the kids to create a castle landscapethey can simply slot castles into the imprints provided and decorate to their hearts content.Includes: 4x castles 4x Bridges 2x Sailing boats 1x crab 1x Shell Shapes 1x Shovel Rake 1x Watering can 1x Set of detachable legs for easy storage Product Size: 23""L x 17""W x 15""H.Ages 18 months +Weight: 6.2 poundsPackage Dimension: 24 x 17 x 6 inchesCalifornia Proposition 65 warning: This product contains chemicals known to the State of California to cause cancer and birth defects or other reproductive harm.* Special Return Policy applies, please check here for detail.Product names are trademark of listed manufacturer or other owners, and are not trademarks of eForCity Corp. The manufacturer does not necessarily endorse use of these products.",60.49,60.49,Insten,,886610423015,,Toys | Outdoor Play | Sandboxes & Water Tables | Sand Toys,,True
f2cc5eb52d4045eee550c39e69b7a781,2020-01-24 21:10:30 +0000,https://www.walmart.com/ip/6PCS-Kids-Beach-Toys-Set-Molds-Tools-Sandbox-Toys-On-Summer-Beach-Holiday/341872342,6PCS Kids Beach Toys Set Molds Tools Sandbox Toys On Summer Beach Holiday,"  6PCS Kids Beach Toys SetMolds Tools Sandbox Toys On Summer Beach Holiday Wedont offer the choice of color and style, we will send the product at random,hope you can understand Feature: 6PCS Super value,Includes Beach Bucket, shovels, 2 Spoon, 2 Castle mold , Make fun shapes inthe sand. Made with Plasticcement, 100% safe and non-toxic. Easy storage, ItemsCome in a Easy to Carry Reusable Net Bag for Storage. Vibrant colors, ToysAre Easy to Wash and Clean. Perfect for play at thebeach! Inspire Children Create Shapes and Sculptures. Note: Accessories colorand shape random of this product. Specification: Material: Plasticcement Package weight: 396g Suitable age: More than3 years old PackageContent: 1X shovel 1X beach buckets 2x Castle Mold 2X spoon 6PCS Kids Beach Toys Set Molds Tools Sandbox Toys On Summer Beach Holiday6PCS Super value,Includes Beach Bucket, shovels, 2 Spoon, 2 Castle mold , Make fun shapes inthe sand.Made with Plasticcement, 100% safe and non-toxic.Easy storage, ItemsCome in a Easy to Carry Reusable Net Bag for Storage.Vibrant colors, ToysAre Easy to Wash and Clean.Perfect for play at thebeach! Inspire Children Create Shapes and Sculptures.Note: Accessories colorand shape random of this product.Material: PlasticcementPackage weight: 396gSuitable age: More than3 years old1X shovel1X beach buckets2x Castle Mold2X spoon ",16.77,16.77,,,652687309633,,Toys | Outdoor Play | Sandboxes & Water Tables | Sand Toys,,True
3b93cc614fc1a6d5ba19fc3f2171fa7d,2020-01-24 20:52:35 +0000,https://www.walmart.com/ip/Transformers-Robots-In-Disguise-Playing-Cards/204157190,Transformers- Robots In Disguise Playing Cards," Transformers- Robots In Disguise Playing Cards",4.47,4.47,Aquarius,573013369.0,840391114760,,Toys | Games & Puzzles | Card Games,,True
890739ebd54e191d3548a761e455b624,2020-01-24 21:22:12 +0000,https://www.walmart.com/ip/Swimline-Inflatable-36-Inch-Classic-Rainbow-Beach-Ball-For-Pool-Lake-90036/39130981,Swimline Inflatable 36-Inch Classic Rainbow Beach Ball For Pool/Lake | 90036,"Lifes a beach, so grab your Swimline Classic Beach Ball and head out to the water for some good times. Its your classic, round, giant 36 inch beach ball and its ready to make your beach day an absolute blast. This ball is easy to inflate and deflate and has a durable exterior to last for a long while. But wait a minute, this ball isnt just made for a fun time at the beach, it is perfect for crowds at concerts, ball games, pool parties, at your picnic, and so much more. With catchy red, blue, yellow, and white colors, this ball is up for some fun in the sun. Have a ball at the pool, lake, or beach with the Swimline Inflatable Classic Beach Ball Easy to inflate and deflate Red, blue, yellow, and white Diameter: 36 inches Weight: 0.6 pounds Manufacturer warranty: 1-year warranty Have a ball at the pool, lake, or beach with the Swimline Inflatable Classic Beach BallEasy to inflate and deflateRed, blue, yellow, and whiteDiameter: 36 inchesWeight: 0.6 poundsManufacturer warranty: 1-year warranty",10.79,10.79,Swimline,,723815900364,,Toys | Outdoor Play | Floats and Pool Games | Pool Games and Toys,,True
e407e69f6b0abc6dc4e1ce8ac491a65e,2020-01-24 21:13:17 +0000,https://www.walmart.com/ip/Sand-Monster-Mold-Set/347832232,Sand Monster Mold Set,"The sand monster rarely comes alone. With these ingenious individual molds, children can create all kinds of sand monsters, making them as long and leggy as they like. Contents: 4 monster molds (1 head, 1 body, 1 tail, 1 foot).Material: PP plastic. Dimensions: monster head aprox. l 4 ½“ x w 3 ¾“ x h 3 ½“. Width: 6.00 Height: 4.00 Depth: 3.00 Width:6.00Height:4.00Depth:3.00",13.95,13.95,Bigbolo,,782455674073,,Toys | Outdoor Play | Sandboxes & Water Tables | Sand Toys,,True
03e11b7ce1101c17e5f34822db0262cc,2020-01-24 21:12:41 +0000,https://www.walmart.com/ip/HABA-Shovel-Excavator-Sand-Toy/41502711,HABA Shovel Excavator Sand Toy,This awesome sand shovel stays wide open thanks to the simple locking mechanism! Double the fun by digging and transporting sand! Perfect for ages 18 months and up. A super duper truck shaped sand shovel........or a sand monster. Open the mouth of the monster truck and feed it a spadeful of sand. Or maybe it is a car with a trunk full of sand? Let the imagination decide! Shake up the sandbox with the Sand Play Excavator from HABA This awesome sand shovel stays wide open thanks to the simple locking mechanism Made of phthalate-free PVC Recommended for ages 1 and up Shake up the sandbox with the Sand Play Excavator from HABAThis awesome sand shovel stays wide open thanks to the simple locking mechanismMade of phthalate-free PVCRecommended for ages 1 and up,22.97,22.97,HABA,565819249.0,41502711,,Toys | Outdoor Play | Sandboxes & Water Tables,,True
ea84224f92bb707640bf581ac3cbdbfb,2020-01-24 21:20:18 +0000,https://www.walmart.com/ip/Swimline-Vinyl-Sidebyside-Inflatable-Pool-Float-Purple/24370879,"Swimline Vinyl Sidebyside Inflatable Pool Float, Purple","The Side by Side Lounge by Swimline is also known as the in.Chat Chair! in. For those who want to hang out and chat, this is the float for you! This 2-person reversed position lounge allows you to talk face to face while lounging away or catching some rays. Best friend approved! Item #90412 Big Enough for Two Big Enough for Two Contouring Comfort ",10.14,10.14,Swimline,555285110.0,723815904126,,Toys | Outdoor Play | Floats and Pool Games | Pool Floats and Loungers,,True
d48bfcd6c396aea6e7640b9f4d963e2c,2020-01-24 21:05:14 +0000,https://www.walmart.com/ip/Jensen-S100T-Commercial-Tot-Full-Bucket-Rubber-Seat-Tan-with-Insert/27168590,Jensen S100T Commercial Tot Full Bucket Rubber Seat - Tan with Insert,"This is a fully enclosed one piece infant seat that prevents small children from falling out. It is made with a steel insert that is encased in 70duro EPDM rubber with heavy duty rust resistant triangular hardware. EPDM: Ethylene-propylene-diene-monomer which is a synthetic rubber material which helps prevent crazing, cracking and oxidizing. This seat has a 36"" circumference, 11"" diameter, 12"" deep, with a 5"" leg opening. The seat should last 2 years in harsh conditions and up to 5 years in optimal conditions. Some conditions may require replacement sooner.- SKU: JNSNSP182",90.18,90.18,Jensen,,27168590,,Toys | Outdoor Play | Climbers,,True
f490b7ff280b6bd75c444da5eb26b08a,2020-01-24 21:11:38 +0000,https://www.walmart.com/ip/Park-Sun-Sports-Sand-Disc-Set/376710415,Park & Sun Sports Sand Disc Set,"Turn your volleyball net system into the ultimate beach volleyball set with ease with the Park and Sun Sports volleyball Sand Disc beach adapter kit. The Park and Sun Sports Volleyball Sand Disc Beach Adapter kits are designed to provide a quality guyline anchoring system and maintain maximum net tension. With pole plates that keep your pole from settling into the sand and the bungee and stake anchors provide additional corner support to keep your boundary in place. The Sand Disc Adapter Set includes four sand disc anchors, two pole plates, and four sand boundary anchors. SDK Volleyball Sand Disc Anchor Kit for Volleyball Guyline Anchoring System Sets up in minutes, adapts to any Park and Sun Sports volleyball sets Four guyline sand disc guyline attachments Two sand disc poles plates Four sand boundary anchoring",17.99,17.99,Park and Sun Sports,574264829.0,98703735350,,Toys | Outdoor Play | Sandboxes & Water Tables | Sand Toys,,True
845e96907a9ac4a86250569170cca198,2020-01-24 21:11:37 +0000,https://www.walmart.com/ip/Frame-It-All-7ft-x-8ft-x-13-5in-Hexagonal-Collapsible-Sandbox-Cover/916067484,Frame It All 7ft. x 8ft. x 13.5in. Hexagonal Collapsible Sandbox Cover,"The Frame It All 7ft.x8ft.x13.5in. Collapsible Hexagon Sandbox Canopy protects your sandbox from rain and debris, or from being used as a litter box by neighborhood cats or other animals. The domed construction prevents water pooling which can help prevent a mosquito breeding ground. Collapsible construction makes it simple to set up or to store away in seconds. Corner connectors fasten the cover securely to the sandbox frame. Velcro flaps prevent animal intruders. The 7ft. x 8ft. hexagon cover integrates with any 7ft. x 8ft. hexagon Frame It All sandbox. Sandbox not included. THIS ITEM DOES NOT INCLUDE THE TELESCOPING POLES. Durable, water-proof polyester fabric 1 year warranty Sandbox sold separately This item does not include telescoping poles. Durable, water-proof polyester fabric 1 year warranty Sandbox sold separately This item does not include telescoping poles.",123.3,93.5,Frame It All,565185994.0,738432249635,,Toys | Outdoor Play | Sandboxes & Water Tables,,True
3064bcd9049893253fa1073a8d295d72,2020-01-24 21:11:16 +0000,https://www.walmart.com/ip/3D-Geometric-Shapes-Solid-Play-Doh-and-Moving-Sand-Molds/470149831,3D Geometric Shapes - Solid Play Doh and Moving Sand Molds," These sand or play-doh molds are a perfect way to learn about 3D geometric shapes. Add them to a learning center and let children explore the 3-dimensional aspects of common shapes. Children can even build structures and castles with their shapes! These are perfect for use with play-doh, modeling clay, modeling compound, moving magic sand, wet sand or other sensory doughs. What is included: 6 plastic durable molds to create 4 common geometric solids. Cube (2.25"" x 2.25"" x 1.5""). Cone (2.25"" x 2.25"" x 2.25""). Sphere (2.25""). Cylinder (2.5"" x 2""). Circle and cylinder are 2 piece molds These sand or play-doh molds are a perfect way to learn about 3D geometric shapes Add them to a learning center and let children explore the 3-dimensional aspects of common shapes. Children can even build structures and castles with their shapes! These are perfect for use with play-doh, modeling clay, modeling compound, moving magic sand, wet sand or other sensory doughs. Play at the beach, in the sandbox or in a classroom sand table. These are lots of fun with wet and moving sand that is packable! What is included: 6 plastic durable molds to create 4 common geometric solids. Cube (2.25"" x 2.25"" x 1.5""). Cone (2.25"" x 2.25"" x 2.25""). Sphere (2.25""). Cylinder (2.5"" x 2""). Circle and cylinder are 2 piece molds These sand or play-doh molds are a perfect way to learn about 3D geometric shapesAdd them to a learning center and let children explore the 3-dimensional aspects of common shapes.Children can even build structures and castles with their shapes!These are perfect for use with play-doh, modeling clay, modeling compound, moving magic sand, wet sand or other sensory doughs. Play at the beach, in the sandbox or in a classroom sand table. These are lots of fun with wet and moving sand that is packable!What is included: 6 plastic durable molds to create 4 common geometric solids. Cube (2.25"" x 2.25"" x 1.5""). Cone (2.25"" x 2.25"" x 2.25""). Sphere (2.25""). Cylinder (2.5"" x 2""). Circle and cylinder are 2 piece molds",10.99,10.99,Curious Minds Busy Bags,,470149831,,Toys | Shop Toys by Age | Toys for Kids 2 to 4 Years | Toys for Kids 2 to 4 Years,,True
